elapsed_time,winner,unf_err,net_pt_won,break_pt,distance_run,return_depth,point_victor
02:11:49,0,0,0,0,20.948,1.0,1
02:12:32,0,0,0,0,9.73,0.0,0
02:19:00,0,-1,0,0,77.318,0.0,0
02:19:40,0,0,0,0,12.899,0.0,1
02:20:07,0,0,0,0,16.482,0.0,1
02:20:41,0,0,0,0,33.692,0.0,1
02:21:37,0,-1,0,1,34.291,0.0,0
02:22:32,0,0,0,1,1.532,0.0,0
02:23:42,0,0,0,0,10.625,0.0,0
02:24:29,0,0,0,0,6.42,1.0,0
02:54:24,0,0,0,0,9.606,1.0,0
02:54:45,0,-1,0,0,24.883,0.0,0
02:55:21,0,0,0,0,3.473,0.0,0
02:55:41,0,0,0,0,9.284,1.0,1
02:56:03,0,0,0,0,8.278,1.0,0
03:06:09,0,0,0,0,18.813,0.0,1
03:06:36,0,0,0,0,3.847,0.0,1
03:07:16,0,0,0,0,6.285,0.0,0
03:07:56,0,0,0,0,31.364,0.0,0
03:08:31,0,0,0,0,28.944,0.0,0
03:09:09,0,0,0,0,21.412,0.0,0
03:16:06,0,0,0,0,4.127,1.0,0
03:16:43,0,0,0,0,5.561,0.0,1
03:17:19,0,0,0,0,13.51,0.0,0
03:17:52,0,0,0,0,1.156,0.0,0
03:18:16,0,0,0,0,22.42,1.0,1
03:19:10,0,0,0,0,14.373,1.0,1
03:19:56,0,0,0,0,15.453,0.0,0
03:20:31,0,0,0,0,2.271,0.0,1
03:21:09,0,0,0,0,0.992,0.0,0
03:21:39,1,0,0,0,21.163,0.0,1
03:22:27,0,0,0,0,52.041,1.0,0
03:23:33,0,-1,0,0,13.018,1.0,0
03:32:08,0,0,0,0,29.792,0.0,0
03:32:56,1,0,1,0,24.598,1.0,1
03:33:46,0,-1,0,0,12.646,1.0,0
03:34:15,0,0,0,0,6.996,0.0,1
03:34:49,0,0,0,0,34.85,1.0,1
03:35:30,0,-1,0,1,15.593,0.0,0
03:36:20,0,0,0,0,6.864,0.0,1
03:37:46,0,0,0,1,22.59,0.0,0
03:38:20,0,0,0,0,19.392,0.0,1
03:39:00,0,0,0,-1,36.614,0.0,1
03:45:09,0,0,0,0,20.942,0.0,0
03:45:38,1,0,1,0,18.119,1.0,1
03:46:36,0,0,0,0,4.129,0.0,0
03:47:00,0,-1,0,0,25.33,0.0,0
03:47:46,0,0,0,0,0.841,0.0,0
03:52:02,1,0,0,0,35.124,0.0,1
03:52:30,0,0,0,0,0.962,0.0,1
03:53:13,0,0,0,0,13.07,0.0,1
03:53:55,0,0,0,1,7.012,0.0,0
03:54:19,0,0,0,-1,4.493,0.0,1
04:05:45,0,0,0,0,49.787,0.0,1
04:06:36,0,0,0,0,43.241,0.0,0
04:07:12,0,0,0,0,8.362,0.0,1
04:07:59,0,0,0,0,19.837,0.0,0
04:08:33,0,0,0,0,14.441,1.0,1
04:09:19,0,0,0,1,65.59,0.0,0
04:10:25,0,0,0,0,10.895,0.0,0
04:11:15,0,0,0,0,26.24,0.0,0
04:18:08,0,0,0,0,5.111,0.0,0
04:18:35,0,0,0,0,5.952,0.0,0
04:19:02,0,0,0,0,10.188,1.0,0
04:19:28,0,0,0,0,0.676,0.0,0
04:23:53,0,0,1,0,19.453,0.0,1
04:24:40,0,0,0,0,12.306,0.0,0
04:25:26,0,0,0,0,22.353,0.0,1
04:25:55,0,0,0,0,6.353,1.0,0
04:26:37,0,-1,0,0,13.091,1.0,0
04:27:09,0,0,0,0,0.767,0.0,0
04:32:45,0,0,0,0,51.222,1.0,1
04:33:13,0,0,0,0,5.259,1.0,0
04:33:51,0,0,0,0,16.37,1.0,0
04:34:38,0,0,0,0,13.154,0.0,0
04:35:05,0,0,0,0,7.329,1.0,0
04:39:31,0,0,0,0,10.303,0.0,1
04:39:58,0,0,0,0,50.971,1.0,0
04:40:43,0,0,0,0,27.766,0.0,0
04:41:20,1,0,0,0,18.328,1.0,1
04:41:52,0,0,0,0,10.537,1.0,0
04:42:27,0,0,0,0,25.367,0.0,0
