elapsed_time,set_no,game_no,point_no,sets,games,server,point_victor,1
1900-01-01 00:47:10,2,2,59,1,0,1,0,0.4224685310352667
1900-01-01 00:48:01,2,2,60,1,0,1,0,0.2821297569790366
1900-01-01 00:48:48,2,3,61,1,0,0,1,0.064935093836071
1900-01-01 00:49:32,2,3,62,1,0,0,0,0.2774836574879966
1900-01-01 00:50:22,2,3,63,1,0,0,0,0.7912106394419978
1900-01-01 00:51:25,2,3,64,1,0,0,1,0.240398298169125
1900-01-01 00:52:06,2,3,65,1,0,0,0,0.110915559178392
1900-01-01 00:52:49,2,3,66,1,0,0,1,0.4458604130775768
1900-01-01 00:53:31,2,3,67,1,0,0,1,0.3747366628274292
1900-01-01 00:54:08,2,3,68,1,0,0,1,0.6272657496474987
1900-01-01 00:56:40,2,4,69,1,1,1,0,0.2568028109821322
1900-01-01 00:57:17,2,4,70,1,1,1,0,0.3469934682046228
1900-01-01 00:58:25,2,4,71,1,1,1,1,0.1243272245916863
1900-01-01 00:59:14,2,4,72,1,1,1,1,0.2360378005096571
1900-01-01 01:00:04,2,4,73,1,1,1,0,0.1038626767545878
1900-01-01 01:01:00,2,4,74,1,1,1,1,1.0
1900-01-01 01:02:27,2,4,75,1,1,1,1,0.3735959788953735
1900-01-01 01:03:10,2,4,76,1,1,1,1,0.2573668545931689
1900-01-01 01:03:48,2,5,77,1,2,0,1,0.4742953062119846
1900-01-01 01:04:49,2,5,78,1,2,0,0,0.0465353580705655
1900-01-01 01:05:15,2,5,79,1,2,0,0,0.223364849750164
1900-01-01 01:05:42,2,5,80,1,2,0,0,0.2958032269089229
1900-01-01 01:06:16,2,5,81,1,2,0,1,0.0942220599668009
1900-01-01 01:06:42,2,5,82,1,2,0,1,0.5902624410114294
1900-01-01 01:07:32,2,5,83,1,2,0,0,0.5200688395409132
1900-01-01 01:08:08,2,5,84,1,2,0,1,0.1747399875668152
1900-01-01 01:08:35,2,5,85,1,2,0,0,0.0329630524862912
1900-01-01 01:09:18,2,5,86,1,2,0,0,0.1589481312282093
1900-01-01 01:11:20,2,6,87,1,2,1,0,0.9038566905335612
1900-01-01 01:12:26,2,6,88,1,2,1,0,0.3020953791949772
1900-01-01 01:13:52,2,6,89,1,2,1,1,0.096144975145177
1900-01-01 01:14:39,2,6,90,1,2,1,1,0.2324795838844175
1900-01-01 01:15:16,2,6,91,1,2,1,1,0.0
1900-01-01 01:16:02,2,6,92,1,2,1,1,0.2731860192567673
1900-01-01 01:16:45,2,7,93,1,3,0,0,0.2946955320137041
1900-01-01 01:17:34,2,7,94,1,3,0,0,0.850295815501251
1900-01-01 01:18:29,2,7,95,1,3,0,0,0.079997481883274
1900-01-01 01:19:11,2,7,96,1,3,0,0,0.0024710116893342
1900-01-01 01:21:22,2,8,97,1,3,1,1,0.1602556927802436
1900-01-01 01:22:31,2,8,98,1,3,1,0,0.5196571423224896
1900-01-01 01:23:20,2,8,99,1,3,1,1,0.2780540547788085
1900-01-01 01:24:23,2,8,100,1,3,1,1,0.0306120531130146
1900-01-01 01:25:13,2,8,101,1,3,1,1,0.0148940554626396
1900-01-01 01:26:03,2,9,102,1,4,0,1,0.091093734823161
1900-01-01 01:26:31,2,9,103,1,4,0,0,0.2929670410783077
1900-01-01 01:28:01,2,9,104,1,4,0,0,0.0636011629397605
1900-01-01 01:28:26,2,9,105,1,4,0,0,0.3293018681357594
1900-01-01 01:29:17,2,9,106,1,4,0,0,0.0616413950482196
1900-01-01 01:31:34,2,10,107,1,4,1,0,0.2959325858050513
1900-01-01 01:32:06,2,10,108,1,4,1,1,0.3936215951470689
1900-01-01 01:32:50,2,10,109,1,4,1,1,0.2177116579340797
1900-01-01 01:33:21,2,10,110,1,4,1,0,0.3759037608932813
1900-01-01 01:35:06,2,10,111,1,4,1,1,0.2208780050885216
1900-01-01 01:35:40,2,10,112,1,4,1,0,0.3175389690736332
1900-01-01 01:36:21,2,10,113,1,4,1,1,0.5279383713136714
1900-01-01 01:37:19,2,10,114,1,4,1,1,0.3775199408921506
1900-01-01 01:38:38,2,11,115,1,5,0,1,0.1718459099317489
1900-01-01 01:39:23,2,11,116,1,5,0,0,0.9400556194281016
1900-01-01 01:40:32,2,11,117,1,5,0,0,0.0665955908982641
1900-01-01 01:41:01,2,11,118,1,5,0,0,0.0335351586409646
1900-01-01 01:41:28,2,11,119,1,5,0,0,0.1297220274543595
1900-01-01 01:43:24,2,12,120,1,5,1,1,0.3500082192691273
1900-01-01 01:44:03,2,12,121,1,5,1,0,0.1839746310108223
1900-01-01 01:45:02,2,12,122,1,5,1,1,0.1068887895721824
1900-01-01 01:45:46,2,12,123,1,5,1,0,0.4426414679657593
1900-01-01 01:46:31,2,12,124,1,5,1,1,0.3053102374437388
1900-01-01 01:46:59,2,12,125,1,5,1,1,0.2559187179656659
1900-01-01 01:47:38,2,13,126,1,6,0,1,0.2520259788856634
1900-01-01 01:48:37,2,13,127,1,6,1,1,0.2778869797625224
1900-01-01 01:49:07,2,13,128,1,6,1,1,0.2799746114829028
1900-01-01 01:49:43,2,13,129,1,6,0,0,0.0899545634688671
1900-01-01 01:50:07,2,13,130,1,6,0,0,0.0029335656016234
1900-01-01 01:50:45,2,13,131,1,6,1,0,0.2836081120225472
1900-01-01 01:51:49,2,13,132,1,6,1,1,0.3390973176751271
1900-01-01 01:52:29,2,13,133,1,6,0,0,0.1130700866119495
1900-01-01 01:53:15,2,13,134,1,6,0,0,0.6932952796932065
1900-01-01 01:54:58,2,13,135,1,6,1,1,0.3203089916279924
1900-01-01 01:56:00,2,13,136,1,6,1,1,0.707000887367678
1900-01-01 01:57:02,2,13,137,1,6,0,0,0.1247069692474348
1900-01-01 01:58:15,2,13,138,1,6,0,0,0.1158210651429324
1900-01-01 01:59:06,2,13,139,1,6,1,0,0.2418602074442932
1900-01-01 02:02:01,3,1,140,1,0,1,0,0.1631862922949616
1900-01-01 02:02:31,3,1,141,1,0,1,1,0.678518908214082
1900-01-01 02:03:20,3,1,142,1,0,1,1,0.1840669940907111
1900-01-01 02:04:02,3,1,143,1,0,1,0,0.3746565336139277
1900-01-01 02:04:40,3,1,144,1,0,1,0,0.4796170562494131
1900-01-01 02:05:29,3,1,145,1,0,1,1,0.0430612317295231
1900-01-01 02:06:14,3,1,146,1,0,1,0,0.5665203850607007
1900-01-01 02:07:43,3,1,147,1,0,1,0,0.0515231870594736
1900-01-01 02:09:21,3,2,148,1,0,0,1,1.0
1900-01-01 02:10:13,3,2,149,1,0,0,0,0.0956512800728495
1900-01-01 02:10:37,3,2,150,1,0,0,0,0.0910135684785818
1900-01-01 02:11:03,3,2,151,1,0,0,0,0.1114876653330655
1900-01-01 02:11:49,3,2,152,1,0,0,1,0.2712097937742878
1900-01-01 02:12:32,3,2,153,1,0,0,0,0.1102095558385822
1900-01-01 02:13:01,3,3,154,1,0,1,1,0.240273093590804
1900-01-01 02:13:21,3,3,155,1,0,1,0,0.6281701707879739
1900-01-01 02:14:16,3,3,156,1,0,1,0,0.3787242845811113
1900-01-01 02:14:54,3,3,157,1,0,1,1,0.3804652293200332
1900-01-01 02:16:00,3,3,158,1,0,1,1,0.2220315003584308
1900-01-01 02:16:45,3,3,159,1,0,1,1,0.1487328327202152
1900-01-01 02:19:00,3,4,160,1,1,0,0,0.9207500798257168
1900-01-01 02:19:40,3,4,161,1,1,0,1,0.1610611002925857
1900-01-01 02:20:07,3,4,162,1,1,0,1,0.2046750652329038
1900-01-01 02:20:41,3,4,163,1,1,0,1,0.4141632976143928
1900-01-01 02:21:37,3,4,164,1,1,0,0,0.4011204536014048
1900-01-01 02:22:32,3,4,165,1,1,0,0,0.0145349351700447
1900-01-01 02:23:42,3,4,166,1,1,0,0,0.1211039177201298
1900-01-01 02:24:29,3,4,167,1,1,0,0,0.0820911469599512
1900-01-01 02:26:08,3,5,168,1,1,1,0,0.2287705040975302
1900-01-01 02:26:35,3,5,169,1,1,1,1,0.1560218842834424
1900-01-01 02:27:11,3,5,170,1,1,1,1,0.0420875023966082
1900-01-01 02:28:31,3,5,171,1,1,1,1,0.1266432302303084
1900-01-01 02:29:41,3,5,172,1,1,1,0,0.0902733761406741
1900-01-01 02:30:22,3,5,173,1,1,1,0,0.252586709698775
1900-01-01 02:30:52,3,5,174,1,1,1,1,0.1039646445554551
1900-01-01 02:31:32,3,5,175,1,1,1,0,0.3481494655455456
1900-01-01 02:32:34,3,5,176,1,1,1,1,0.3303996025547442
1900-01-01 02:33:15,3,5,177,1,1,1,0,0.2282546842012807
1900-01-01 02:34:06,3,5,178,1,1,1,0,0.2701314000809951
1900-01-01 02:34:44,3,5,179,1,1,1,1,0.3759795689902572
1900-01-01 02:35:17,3,5,180,1,1,1,1,0.2451884921339402
1900-01-01 02:36:24,3,5,181,1,1,1,0,0.2353678488214851
1900-01-01 02:38:07,3,5,182,1,1,1,0,0.1525298359340441
1900-01-01 02:38:49,3,5,183,1,1,1,1,0.4439370266212876
1900-01-01 02:39:29,3,5,184,1,1,1,1,0.3761256325581929
1900-01-01 02:40:07,3,5,185,1,1,1,0,0.035128507994112
1900-01-01 02:41:01,3,5,186,1,1,1,0,0.5561835132841183
1900-01-01 02:42:05,3,5,187,1,1,1,1,0.2978126262058073
1900-01-01 02:42:38,3,5,188,1,1,1,1,0.3938963024490289
1900-01-01 02:43:11,3,5,189,1,1,1,0,0.4722121595342577
1900-01-01 02:44:03,3,5,190,1,1,1,0,0.2867518789368279
1900-01-01 02:45:06,3,5,191,1,1,1,1,0.3627172473307465
1900-01-01 02:45:39,3,5,192,1,1,1,0,0.2627711125410193
1900-01-01 02:46:35,3,5,193,1,1,1,1,0.2562583157840203
1900-01-01 02:47:01,3,5,194,1,1,1,0,0.463571971983247
1900-01-01 02:47:47,3,5,195,1,1,1,1,0.2151271107357069
1900-01-01 02:48:55,3,5,196,1,1,1,1,0.2920678975952017
1900-01-01 02:50:04,3,5,197,1,1,1,0,0.3129478433943248
1900-01-01 02:51:11,3,5,198,1,1,1,0,0.4828907960653362
1900-01-01 02:52:06,3,5,199,1,1,1,0,0.2464848557745153
1900-01-01 02:54:24,3,6,200,1,1,0,0,0.1208726407639852
1900-01-01 02:54:45,3,6,201,1,1,0,0,0.2824865432235452
1900-01-01 02:55:21,3,6,202,1,1,0,0,0.0340464024387579
1900-01-01 02:55:41,3,6,203,1,1,0,1,0.1292300876442653
1900-01-01 02:56:03,3,6,204,1,1,0,0,0.1047075987766164
1900-01-01 02:57:04,3,7,205,1,1,1,0,0.2143794820997528
1900-01-01 02:57:28,3,7,206,1,1,1,0,0.1314994626479051
1900-01-01 02:58:04,3,7,207,1,1,1,0,0.2586883960555985
1900-01-01 02:58:24,3,7,208,1,1,1,1,0.2509681802244654
1900-01-01 02:58:42,3,7,209,1,1,1,0,0.2970314627682311
1900-01-01 03:06:09,4,1,210,1,0,0,1,0.2330490960104315
1900-01-01 03:06:36,4,1,211,1,0,0,1,0.0508758893967555
1900-01-01 03:07:16,4,1,212,1,0,0,0,0.0682753919481564
1900-01-01 03:07:56,4,1,213,1,0,0,0,0.3735488015876311
1900-01-01 03:08:31,4,1,214,1,0,0,0,0.3440914208576368
1900-01-01 03:09:09,4,1,215,1,0,0,0,0.2524083664533733
1900-01-01 03:10:06,4,2,216,1,0,1,0,0.429967279571963
1900-01-01 03:10:52,4,2,217,1,0,1,0,0.3386518131558856
1900-01-01 03:11:45,4,2,218,1,0,1,1,0.3774728296459569
1900-01-01 03:12:16,4,2,219,1,0,1,0,0.0600708398058528
1900-01-01 03:13:16,4,2,220,1,0,1,1,0.2597926473028979
1900-01-01 03:14:05,4,2,221,1,0,1,1,0.3664817846377923
1900-01-01 03:14:43,4,2,222,1,0,1,1,0.3719390672703901
1900-01-01 03:15:18,4,2,223,1,0,1,1,0.1689394121137178
1900-01-01 03:16:06,4,3,224,1,1,0,0,0.0541796700947128
1900-01-01 03:16:43,4,3,225,1,1,0,1,0.0717395053352722
1900-01-01 03:17:19,4,3,226,1,1,0,0,0.1562214976399784
1900-01-01 03:17:52,4,3,227,1,1,0,0,0.0058427862604947
1900-01-01 03:18:16,4,3,228,1,1,0,1,0.2891276716398051
1900-01-01 03:19:10,4,3,229,1,1,0,1,0.1911757944768858
1900-01-01 03:19:56,4,3,230,1,1,0,0,0.1798726095236061
1900-01-01 03:20:31,4,3,231,1,1,0,1,0.031692074508131
1900-01-01 03:21:09,4,3,232,1,1,0,0,0.0038465009548257
1900-01-01 03:21:39,4,3,233,1,1,0,1,0.2811273873933237
1900-01-01 03:22:27,4,3,234,1,1,0,0,0.6374114636058494
1900-01-01 03:23:33,4,3,235,1,1,0,0,0.1502326417229713
1900-01-01 03:25:30,4,4,236,1,1,1,1,0.4839218718732299
1900-01-01 03:26:14,4,4,237,1,1,1,1,0.2260380722357552
1900-01-01 03:26:55,4,4,238,1,1,1,0,0.2978278084230691
1900-01-01 03:27:55,4,4,239,1,1,1,0,0.3484980428580729
1900-01-01 03:28:35,4,4,240,1,1,1,1,0.0605449105893201
1900-01-01 03:29:38,4,4,241,1,1,1,0,0.3585449544349252
1900-01-01 03:30:20,4,4,242,1,1,1,1,0.2426838009701992
1900-01-01 03:31:20,4,4,243,1,1,1,1,0.4638339392329106
1900-01-01 03:32:08,4,5,244,1,2,0,0,0.3544136765845109
1900-01-01 03:32:56,4,5,245,1,2,0,1,0.3472847693220507
1900-01-01 03:33:46,4,5,246,1,2,0,0,0.1457044823710879
1900-01-01 03:34:15,4,5,247,1,2,0,1,0.0892070017598763
1900-01-01 03:34:49,4,5,248,1,2,0,1,0.4404314908438671
1900-01-01 03:35:30,4,5,249,1,2,0,0,0.1735195838123822
1900-01-01 03:36:20,4,5,250,1,2,0,1,0.0876002355382402
1900-01-01 03:37:46,4,5,251,1,2,0,0,0.2708628374065
1900-01-01 03:38:20,4,5,252,1,2,0,1,0.2400969569371533
1900-01-01 03:39:00,4,5,253,1,2,0,1,0.445615959302992
1900-01-01 03:41:07,4,6,254,1,3,1,1,0.2406675849447118
1900-01-01 03:41:33,4,6,255,1,3,1,0,0.4146476644201759
1900-01-01 03:42:14,4,6,256,1,3,1,1,0.2516658852385109
1900-01-01 03:42:43,4,6,257,1,3,1,1,0.4678828335371766
1900-01-01 03:43:42,4,6,258,1,3,1,0,0.2932232738666256
1900-01-01 03:44:35,4,6,259,1,3,1,1,0.216983794410075
1900-01-01 03:45:09,4,7,260,1,4,0,0,0.2466873049066389
1900-01-01 03:45:38,4,7,261,1,4,0,1,0.2684193272767477
1900-01-01 03:46:36,4,7,262,1,4,0,0,0.0420315436614341
1900-01-01 03:47:00,4,7,263,1,4,0,0,0.287927637928631
1900-01-01 03:47:46,4,7,264,1,4,0,0,0.002008457777045
1900-01-01 03:49:35,4,8,265,1,4,1,1,0.3318781850717392
1900-01-01 03:50:02,4,8,266,1,4,1,1,0.292339970863343
1900-01-01 03:50:56,4,8,267,1,4,1,1,0.2095596459910815
1900-01-01 03:51:26,4,8,268,1,4,1,1,0.2278997244475197
1900-01-01 03:52:02,4,9,269,1,5,0,1,0.4510672602740889
1900-01-01 03:52:30,4,9,270,1,5,0,1,0.0157583094769068
1900-01-01 03:53:13,4,9,271,1,5,0,1,0.163142592897887
1900-01-01 03:53:55,4,9,272,1,5,0,0,0.0812400783106932
1900-01-01 03:54:19,4,9,273,1,5,0,1,0.0546240062335089
1900-01-01 03:57:11,5,1,274,2,0,1,1,0.1775316740352769
1900-01-01 03:57:58,5,1,275,2,0,1,1,0.1999033945295054
1900-01-01 03:59:07,5,1,276,2,0,1,0,0.1564717854021692
1900-01-01 03:59:51,5,1,277,2,0,1,0,0.1331124474495046
1900-01-01 04:00:47,5,1,278,2,0,1,0,0.3317599946417732
1900-01-01 04:01:49,5,1,279,2,0,1,1,0.2416327419750831
1900-01-01 04:02:19,5,1,280,2,0,1,1,0.2686687635880261
1900-01-01 04:02:47,5,1,281,2,0,1,0,0.6003748101241575
1900-01-01 04:04:02,5,1,282,2,0,1,1,0.2599715633206601
1900-01-01 04:04:31,5,1,283,2,0,1,1,0.0880043249552689
1900-01-01 04:05:45,5,2,284,2,1,0,1,0.6100792244116074
1900-01-01 04:06:36,5,2,285,2,1,0,0,0.5181212441207482
1900-01-01 04:07:12,5,2,286,2,1,0,1,0.1058345976595343
1900-01-01 04:07:59,5,2,287,2,1,0,0,0.2332367240361249
1900-01-01 04:08:33,5,2,288,2,1,0,1,0.1920035225304559
1900-01-01 04:09:19,5,2,289,2,1,0,0,0.7942791065758217
1900-01-01 04:10:25,5,2,290,2,1,0,0,0.124390484991658
1900-01-01 04:11:15,5,2,291,2,1,0,0,0.3111770582568497
1900-01-01 04:12:24,5,3,292,2,1,1,0,0.4244697936932252
1900-01-01 04:13:06,5,3,293,2,1,1,1,0.2863821333829741
1900-01-01 04:13:38,5,3,294,2,1,1,0,0.1561669673455897
1900-01-01 04:14:55,5,3,295,2,1,1,1,0.3280936538030111
1900-01-01 04:15:28,5,3,296,2,1,1,0,0.2475488331638241
1900-01-01 04:16:05,5,3,297,2,1,1,0,0.6047735388518122
1900-01-01 04:18:08,5,4,298,2,1,0,0,0.0539849105526963
1900-01-01 04:18:35,5,4,299,2,1,0,0,0.0642219589799381
1900-01-01 04:19:02,5,4,300,2,1,0,0,0.1279570191048351
1900-01-01 04:19:28,5,4,301,2,1,0,0,0.0
1900-01-01 04:20:10,5,5,302,2,1,1,1,0.120210865643255
1900-01-01 04:20:49,5,5,303,2,1,1,1,0.2581521857804976
1900-01-01 04:21:13,5,5,304,2,1,1,1,0.2550922016501599
1900-01-01 04:21:35,5,5,305,2,1,1,0,0.1061163060985379
1900-01-01 04:22:15,5,5,306,2,1,1,1,0.3143770264719824
1900-01-01 04:23:53,5,6,307,2,2,0,1,0.2530119490671219
1900-01-01 04:24:40,5,6,308,2,2,0,0,0.1415658421032374
1900-01-01 04:25:26,5,6,309,2,2,0,1,0.2761396446815803
1900-01-01 04:25:55,5,6,310,2,2,0,0,0.0812755913777572
1900-01-01 04:26:37,5,6,311,2,2,0,0,0.1511212321334215
1900-01-01 04:27:09,5,6,312,2,2,0,0,0.0011076948952187
1900-01-01 04:27:39,5,7,313,2,2,1,1,0.2467566524375841
1900-01-01 04:27:54,5,7,314,2,2,1,0,0.2689053040620884
1900-01-01 04:28:40,5,7,315,2,2,1,1,0.4407943249490147
1900-01-01 04:29:22,5,7,316,2,2,1,0,0.2439352680560621
1900-01-01 04:29:59,5,7,317,2,2,1,1,0.1668580659476431
1900-01-01 04:30:59,5,7,318,2,2,1,1,0.3353090150738157
1900-01-01 04:32:45,5,8,319,2,3,0,1,0.6397191922122424
1900-01-01 04:33:13,5,8,320,2,3,0,0,0.0679589076923796
1900-01-01 04:33:51,5,8,321,2,3,0,0,0.2032072371514571
1900-01-01 04:34:38,5,8,322,2,3,0,0,0.1518880978301115
1900-01-01 04:35:05,5,8,323,2,3,0,0,0.0931559234407632
1900-01-01 04:35:50,5,9,324,2,3,1,1,0.2853345461902004
1900-01-01 04:36:18,5,9,325,2,3,1,1,0.2307777635540134
1900-01-01 04:36:44,5,9,326,2,3,1,1,0.1872904572823253
1900-01-01 04:37:13,5,9,327,2,3,1,0,0.2824059488653422
1900-01-01 04:37:38,5,9,328,2,3,1,1,0.077823693445608
1900-01-01 04:39:31,5,10,329,2,4,0,1,0.1294613646004099
1900-01-01 04:39:58,5,10,330,2,4,0,0,0.6243869192334965
1900-01-01 04:40:43,5,10,331,2,4,0,0,0.3297522495766726
1900-01-01 04:41:20,5,10,332,2,4,0,1,0.2587909024183074
1900-01-01 04:41:52,5,10,333,2,4,0,0,0.1322052116150698
1900-01-01 04:42:27,5,10,334,2,4,0,0,0.3005504907455749
