elapsed_time,ace,double_fault,unf_err,net_pt_won,distance_run,speed_mph,serve_width,serve_depth,point_victor
02:19:00,0,0,0,0,36.011,115.0,5,1,1.0
02:19:40,0,0,-1,0,9.308,114.0,4,2,0.0
02:20:07,0,0,-1,0,15.465,113.0,2,2,0.0
02:20:41,0,0,-1,0,33.253,102.0,3,2,0.0
02:21:37,0,0,0,0,30.944,102.0,2,2,1.0
02:23:42,0,0,0,1,11.614,97.0,4,2,1.0
02:24:29,0,0,0,0,7.867,128.0,4,2,1.0
02:54:24,0,0,0,0,8.389,129.0,1,2,1.0
02:54:45,0,0,0,0,22.923,119.0,4,2,1.0
02:55:21,0,0,0,0,3.746,114.0,2,1,1.0
02:55:41,0,0,0,0,6.683,120.0,5,1,0.0
02:56:03,0,0,0,0,10.654,112.0,4,2,1.0
03:06:09,0,0,0,0,17.067,116.0,3,2,0.0
03:07:16,0,0,0,0,5.53,130.0,4,2,1.0
03:07:56,0,0,0,0,18.118,128.0,3,1,1.0
03:08:31,0,0,0,1,36.133,118.0,2,2,1.0
03:09:09,0,0,0,1,8.777,123.0,4,2,1.0
03:16:06,0,0,0,0,3.852,111.0,2,2,1.0
03:16:43,0,-1,-1,0,5.689,114.44881889763779,3,1,0.0
03:17:19,0,0,0,1,12.932,123.0,4,2,1.0
03:18:16,0,0,0,0,36.918,116.0,4,2,0.0
03:19:10,0,0,0,0,15.274,98.0,5,1,0.0
03:19:56,0,0,0,1,16.661,130.0,2,1,1.0
03:21:39,0,0,0,0,20.326,89.0,3,2,0.0
03:22:27,0,0,0,1,48.671,102.0,3,2,1.0
03:23:33,0,0,0,0,16.84,114.0,3,1,1.0
03:32:08,0,0,0,1,27.334,100.0,1,2,1.0
03:32:56,0,0,0,0,25.959,94.0,3,2,0.0
03:33:46,0,0,0,0,11.339,122.0,1,1,1.0
03:34:49,0,0,0,0,20.723,114.0,2,2,0.0
03:35:30,0,0,0,0,19.694,100.0,3,2,1.0
03:37:46,0,0,0,1,10.476,126.0,1,2,1.0
03:38:20,0,0,0,0,13.966,130.0,4,2,0.0
03:39:00,0,0,-1,0,30.007,122.0,2,2,0.0
03:45:09,0,0,0,0,9.736,125.0,2,2,1.0
03:45:38,0,0,0,0,17.325,95.0,1,2,0.0
03:46:36,0,0,0,0,3.468,116.0,3,2,1.0
03:47:00,0,0,0,0,21.731,121.0,2,1,1.0
03:53:13,0,0,0,0,8.514,104.0,1,2,0.0
03:53:55,0,0,0,0,5.583,128.0,4,2,1.0
04:05:45,0,0,0,0,46.491,120.0,1,2,0.0
04:06:36,0,0,0,0,19.304,115.0,3,2,1.0
04:07:12,0,0,-1,0,6.127,95.0,3,2,0.0
04:08:33,0,0,0,0,16.367,93.0,4,2,0.0
04:09:19,0,0,0,0,70.542,122.0,3,2,1.0
04:10:25,0,0,0,0,9.154,101.0,1,2,1.0
04:11:15,0,0,0,0,24.903,87.0,1,2,1.0
04:18:08,0,0,0,0,4.242,110.0,3,2,1.0
04:18:35,0,0,0,0,4.133,119.0,4,2,1.0
04:19:02,0,0,0,0,7.917,114.0,5,2,1.0
04:23:53,0,0,0,0,20.512,99.0,2,2,0.0
04:24:40,0,0,0,1,10.757,121.0,2,2,1.0
04:25:26,0,0,0,0,13.286,119.0,3,2,0.0
04:25:55,0,0,0,0,4.419,100.0,1,2,1.0
04:26:37,0,0,0,0,14.776,128.0,2,2,1.0
04:32:45,0,0,-1,0,15.451,112.0,5,1,0.0
04:33:13,0,0,0,0,5.732,88.0,3,2,1.0
04:33:51,0,0,0,0,18.146,99.0,2,1,1.0
04:34:38,0,0,0,0,9.024,115.0,4,2,1.0
04:35:05,1,0,0,0,6.489,108.0,5,1,1.0
04:39:31,0,0,-1,0,6.772,127.0,4,2,0.0
04:39:58,0,0,0,0,38.62,123.0,4,2,1.0
04:40:43,0,0,0,1,17.533,114.0,5,2,1.0
04:41:20,0,0,0,0,10.882,124.0,5,2,0.0
04:41:52,0,0,0,0,7.893,130.0,4,2,1.0
04:42:27,0,0,0,1,17.811,129.0,3,2,1.0
00:00:00,0,0,0,0,4.341,111.0,5,1,1.0
00:00:25,0,0,0,0,22.307,126.0,3,2,0.0
00:01:19,0,0,0,0,2.926,102.0,3,2,0.0
00:02:17,0,0,0,0,4.209,120.0,2,1,1.0
00:03:02,0,0,-1,0,8.676,108.0,5,1,0.0
00:03:38,0,0,0,0,7.704,127.0,5,2,1.0
00:04:05,0,0,0,1,19.531,111.0,5,1,1.0
00:04:41,0,0,0,0,24.58,124.0,3,2,0.0
00:06:03,0,0,0,0,28.599,127.0,4,2,1.0
00:06:43,0,0,0,0,7.816,125.0,5,1,1.0
00:12:45,0,0,0,0,18.607,122.0,4,2,1.0
00:13:23,0,0,-1,0,34.701,107.0,4,2,0.0
00:14:24,0,0,0,0,29.821,85.0,4,2,0.0
00:15:30,0,0,0,1,89.698,88.0,3,2,1.0
00:17:03,0,0,0,1,32.83,121.0,4,2,1.0
00:25:06,0,0,0,0,3.741,108.0,5,1,1.0
00:25:28,0,0,0,0,12.57,126.0,5,1,1.0
00:25:57,0,0,0,0,16.397,111.0,3,2,0.0
00:26:33,0,0,0,0,27.069,125.0,5,1,1.0
00:32:28,0,0,0,0,36.872,117.0,4,2,1.0
00:33:11,0,0,0,1,10.737,110.0,4,2,1.0
00:33:55,0,0,0,0,3.146,120.0,4,2,1.0
00:34:19,0,0,0,1,14.462,125.0,5,1,1.0
00:40:32,0,0,0,0,25.107,94.0,1,2,0.0
00:41:29,0,0,0,1,18.005,111.0,3,2,1.0
00:42:10,0,0,0,1,30.332,107.0,4,2,1.0
00:43:16,0,0,0,0,3.523,94.0,3,2,1.0
00:44:16,0,0,0,0,43.824,86.0,1,2,0.0
00:45:23,0,0,-1,0,15.5,104.0,5,1,0.0
00:46:38,0,0,0,0,6.806,118.0,2,2,1.0
00:47:10,0,0,-1,0,31.118,113.0,5,2,0.0
00:48:01,0,0,-1,0,14.041,116.0,4,1,0.0
00:56:40,0,0,-1,0,16.1,109.0,5,1,0.0
00:57:17,0,0,0,0,25.613,109.0,4,2,0.0
00:58:25,0,0,0,0,15.539,92.0,2,2,1.0
00:59:14,0,0,0,0,4.169,121.0,3,1,1.0
01:00:04,0,0,0,0,6.882,99.0,3,2,0.0
01:01:00,0,0,0,0,93.426,118.0,3,2,1.0
01:02:27,0,0,0,1,26.537,110.0,4,2,1.0
01:03:10,0,0,0,0,4.131,122.0,5,1,1.0
01:11:20,0,0,0,0,79.221,122.0,4,1,0.0
01:12:26,0,0,0,0,32.868,95.0,3,2,0.0
01:13:52,0,0,0,0,4.053,101.0,3,2,1.0
01:14:39,0,0,0,0,7.26,115.0,4,2,1.0
01:15:16,0,0,0,0,8.749,84.0,1,2,1.0
01:16:02,0,0,0,0,5.941,124.0,3,1,1.0
01:21:22,0,0,0,0,8.91,104.0,3,2,1.0
01:22:31,0,0,0,0,40.412,115.0,4,2,0.0
01:23:20,0,0,0,0,32.302,91.0,4,2,1.0
01:24:23,0,0,0,0,8.947,88.0,1,2,1.0
01:25:13,0,0,0,0,3.844,91.0,2,2,1.0
01:31:34,0,0,-1,0,8.185,125.0,4,1,0.0
01:32:06,0,0,0,1,21.393,119.0,4,2,1.0
01:32:50,0,0,0,0,9.701,109.0,5,2,1.0
01:33:21,0,0,0,0,23.964,115.0,4,2,0.0
01:35:06,0,0,0,0,8.411,113.0,3,2,1.0
01:35:40,0,0,0,0,11.503,123.0,3,2,0.0
01:36:21,0,0,0,0,41.892,115.0,3,2,1.0
01:37:19,0,0,0,0,51.118,85.0,1,2,1.0
01:43:24,0,0,0,0,15.557,122.0,4,1,1.0
01:44:03,0,-1,-1,0,7.658,110.93604651162791,4,1,0.0
01:45:02,0,0,0,0,3.63,103.0,3,2,1.0
01:45:46,0,0,-1,0,26.817,122.0,4,2,0.0
01:46:31,0,0,0,0,8.984,123.0,4,2,1.0
01:46:59,0,0,0,0,4.985,121.0,4,2,1.0
01:48:37,0,0,0,0,9.977,118.0,4,2,1.0
01:49:07,0,0,0,0,5.259,124.0,4,2,1.0
01:50:45,0,0,-1,0,7.601,123.0,5,1,0.0
01:51:49,0,0,0,0,13.676,122.0,4,2,1.0
01:54:58,0,0,0,0,21.44,112.0,2,2,1.0
01:56:00,0,0,0,0,56.597,121.0,4,2,1.0
01:59:06,0,0,0,0,5.955,118.0,5,1,0.0
02:02:01,0,0,-1,0,7.867,106.0,5,1,0.0
02:02:31,0,0,0,0,52.512,121.0,5,2,1.0
02:04:02,0,0,0,0,16.386,123.0,5,2,0.0
02:04:40,0,0,0,0,40.594,109.0,5,1,0.0
02:05:29,0,0,0,0,5.221,91.0,5,1,1.0
02:06:14,0,0,0,0,39.991,125.0,1,2,0.0
02:07:43,0,0,-1,0,16.764,83.0,1,2,0.0
02:13:01,0,0,0,0,4.021,120.0,4,2,1.0
02:13:21,0,0,0,0,47.871,120.0,5,2,0.0
02:14:16,0,0,-1,0,21.156,120.0,4,2,0.0
02:14:54,0,0,0,1,36.217,101.0,3,1,1.0
02:16:00,0,0,0,0,5.871,115.0,5,1,1.0
02:16:45,0,0,0,0,4.287,109.0,2,2,1.0
02:26:35,0,0,0,0,5.121,109.0,2,2,1.0
02:27:11,0,0,0,0,10.26,87.0,2,2,1.0
02:28:31,0,0,0,1,20.587,84.0,3,2,1.0
02:29:41,0,0,0,0,10.284,92.0,4,2,0.0
02:30:22,0,0,-1,0,9.202,118.0,3,2,0.0
02:30:52,0,0,0,1,5.6,98.0,4,2,1.0
02:31:32,0,0,0,0,41.442,93.0,1,2,0.0
02:32:34,0,0,0,0,22.401,110.0,5,1,1.0
02:33:15,0,0,-1,0,9.529,115.0,3,1,0.0
02:34:06,0,0,-1,0,8.731,120.0,4,2,0.0
02:34:44,0,0,0,0,17.896,122.0,4,2,1.0
02:35:17,0,0,0,0,19.454,105.0,1,2,1.0
02:36:24,0,0,-1,0,13.841,109.0,4,2,0.0
02:38:07,0,-1,-1,0,3.234,110.93604651162791,5,1,0.0
02:38:49,0,0,0,0,28.15,118.0,5,2,1.0
02:39:29,0,0,0,1,18.565,120.0,4,2,1.0
02:40:07,0,0,0,0,7.279,89.0,3,2,0.0
02:41:01,0,0,-1,0,49.722,111.0,3,2,0.0
02:42:05,0,0,0,1,12.083,117.0,4,2,1.0
02:42:38,0,0,0,0,19.946,122.0,4,2,1.0
02:43:11,0,0,-1,0,33.505,120.0,2,2,0.0
02:44:03,0,0,0,0,34.417,93.0,1,2,0.0
02:45:39,0,0,-1,0,14.498,111.0,5,2,0.0
02:46:35,0,0,0,0,5.85,120.0,4,2,1.0
02:47:01,0,0,0,0,32.149,118.0,4,1,0.0
02:47:47,0,0,0,0,13.536,107.0,2,2,1.0
02:48:55,0,0,0,0,25.644,102.0,3,2,1.0
02:50:04,0,0,0,0,29.979,101.0,2,2,0.0
02:51:11,0,0,-1,0,38.664,113.0,5,1,0.0
02:52:06,0,0,-1,0,6.658,123.0,1,1,0.0
02:57:04,0,0,0,0,10.246,111.0,3,1,0.0
02:57:28,0,0,0,0,3.435,108.0,2,2,0.0
02:58:24,0,0,0,1,5.897,119.0,3,2,1.0
03:10:06,0,0,0,0,36.759,108.0,3,2,0.0
03:10:52,0,0,0,0,12.899,123.0,5,1,0.0
03:11:45,0,0,0,1,17.893,121.0,4,2,1.0
03:12:16,0,0,0,0,10.959,90.0,1,2,0.0
03:13:16,0,0,0,0,18.453,105.0,5,1,1.0
03:14:05,0,0,0,0,20.94,117.0,4,2,1.0
03:14:43,0,0,0,1,15.414,124.0,4,1,1.0
03:15:18,0,0,0,0,6.599,107.0,4,2,1.0
03:25:30,0,0,0,1,37.508,113.0,3,2,1.0
03:26:14,0,0,0,0,9.634,112.0,4,1,1.0
03:26:55,0,0,0,0,34.032,95.0,1,2,0.0
03:27:55,0,0,0,0,19.176,120.0,1,2,0.0
03:28:35,0,0,0,1,6.415,94.0,1,2,1.0
03:29:38,0,0,0,0,20.132,121.0,1,1,0.0
03:30:20,0,0,0,1,27.255,90.0,5,2,1.0
03:31:20,0,0,0,0,32.905,117.0,3,2,1.0
03:41:07,0,0,0,0,9.023,113.0,5,2,1.0
03:41:33,0,0,0,0,22.614,123.0,3,2,0.0
03:42:14,0,0,0,1,9.914,113.0,5,1,1.0
03:42:43,0,0,0,1,48.065,100.0,1,2,1.0
03:43:42,0,0,0,0,21.113,109.0,2,2,0.0
03:44:35,0,0,0,0,5.487,115.0,4,2,1.0
03:49:35,0,0,0,1,11.85,122.0,4,2,1.0
03:50:02,0,0,0,0,36.415,89.0,3,2,1.0
03:50:56,0,0,0,1,9.227,108.0,5,1,1.0
03:51:26,0,0,0,0,4.064,120.0,3,1,1.0
03:57:11,0,0,0,0,15.65,97.0,5,1,1.0
03:57:58,0,0,0,0,22.534,95.0,1,2,1.0
03:59:07,0,0,0,0,4.64,109.0,3,2,0.0
03:59:51,0,0,0,0,17.664,92.0,1,2,0.0
04:00:47,0,0,0,0,12.304,123.0,4,2,0.0
04:01:49,0,0,0,0,6.655,117.0,4,2,1.0
04:02:19,0,0,0,0,4.598,124.0,4,1,1.0
04:02:47,0,0,0,0,52.126,114.0,2,2,0.0
04:04:31,0,0,0,0,11.383,93.0,1,2,1.0
04:12:24,0,0,0,0,27.675,117.0,5,1,0.0
04:13:06,0,0,0,0,10.949,118.0,4,2,1.0
04:13:38,0,0,0,0,21.128,88.0,4,2,0.0
04:14:55,0,0,0,0,9.745,125.0,5,1,1.0
04:15:28,0,0,-1,0,5.321,123.0,2,2,0.0
04:16:05,0,0,0,0,45.194,121.0,4,2,0.0
04:20:10,0,0,0,0,3.502,107.0,1,2,1.0
04:20:49,0,0,0,0,5.047,121.0,5,1,1.0
04:21:35,0,0,-1,0,8.966,100.0,1,2,0.0
04:22:15,0,0,0,0,10.654,123.0,4,1,1.0
04:27:39,0,0,0,0,2.917,123.0,4,1,1.0
04:27:54,0,0,0,0,9.243,118.0,4,2,0.0
04:28:40,0,0,0,1,35.878,109.0,3,2,1.0
04:29:22,0,0,0,0,9.497,115.0,4,1,0.0
04:29:59,0,0,0,0,7.187,105.0,5,2,1.0
04:30:59,0,0,0,0,13.049,124.0,3,1,1.0
04:35:50,0,0,0,1,14.786,111.0,5,2,1.0
04:36:18,0,0,0,0,11.196,110.0,4,2,1.0
04:36:44,0,0,0,0,7.679,108.0,5,1,1.0
04:37:13,0,0,0,0,6.657,123.0,4,2,0.0
04:37:38,0,0,0,0,3.609,99.0,3,2,1.0
