elapsed_time,ace,double_fault,unf_err,net_pt_won,distance_run,speed_mph,serve_width,serve_depth,point_victor
01:54:58,0,0,0,0,21.44,112.0,2,2,1
01:56:00,0,0,0,0,56.597,121.0,4,2,1
01:59:06,0,0,0,0,5.955,118.0,5,1,0
02:02:01,0,0,-1,0,7.867,106.0,5,1,0
02:02:31,0,0,0,0,52.512,121.0,5,2,1
02:03:20,1,0,0,0,4.586,110.0,5,1,1
02:04:02,0,0,0,0,16.386,123.0,5,2,0
02:04:40,0,0,0,0,40.594,109.0,5,1,0
02:05:29,0,0,0,0,5.221,91.0,5,1,1
02:06:14,0,0,0,0,39.991,125.0,1,2,0
02:07:43,0,0,-1,0,16.764,83.0,1,2,0
02:13:01,0,0,0,0,4.021,120.0,4,2,1
02:13:21,0,0,0,0,47.871,120.0,5,2,0
02:14:16,0,0,-1,0,21.156,120.0,4,2,0
02:14:54,0,0,0,1,36.217,101.0,3,1,1
02:16:00,0,0,0,0,5.871,115.0,5,1,1
02:16:45,0,0,0,0,4.287,109.0,2,2,1
02:26:08,0,0,0,0,11.26,109.0,5,2,0
02:26:35,0,0,0,0,5.121,109.0,2,2,1
02:27:11,0,0,0,0,10.26,87.0,2,2,1
02:28:31,0,0,0,1,20.587,84.0,3,2,1
02:29:41,0,0,0,0,10.284,92.0,4,2,0
02:30:22,0,0,-1,0,9.202,118.0,3,2,0
02:30:52,0,0,0,1,5.6,98.0,4,2,1
02:31:32,0,0,0,0,41.442,93.0,1,2,0
02:32:34,0,0,0,0,22.401,110.0,5,1,1
02:33:15,0,0,-1,0,9.529,115.0,3,1,0
02:34:06,0,0,-1,0,8.731,120.0,4,2,0
02:34:44,0,0,0,0,17.896,122.0,4,2,1
02:35:17,0,0,0,0,19.454,105.0,1,2,1
02:36:24,0,0,-1,0,13.841,109.0,4,2,0
02:38:07,0,-1,-1,0,3.234,111.34254143646409,5,1,0
02:38:49,0,0,0,0,28.15,118.0,5,2,1
02:39:29,0,0,0,1,18.565,120.0,4,2,1
02:40:07,0,0,0,0,7.279,89.0,3,2,0
02:41:01,0,0,-1,0,49.722,111.0,3,2,0
02:42:05,0,0,0,1,12.083,117.0,4,2,1
02:42:38,0,0,0,0,19.946,122.0,4,2,1
02:43:11,0,0,-1,0,33.505,120.0,2,2,0
02:44:03,0,0,0,0,34.417,93.0,1,2,0
02:45:06,0,0,0,1,15.185,122.0,5,1,1
02:45:39,0,0,-1,0,14.498,111.0,5,2,0
02:46:35,0,0,0,0,5.85,120.0,4,2,1
02:47:01,0,0,0,0,32.149,118.0,4,1,0
02:47:47,0,0,0,0,13.536,107.0,2,2,1
02:48:55,0,0,0,0,25.644,102.0,3,2,1
02:50:04,0,0,0,0,29.979,101.0,2,2,0
02:51:11,0,0,-1,0,38.664,113.0,5,1,0
02:52:06,0,0,-1,0,6.658,123.0,1,1,0
02:57:04,0,0,0,0,10.246,111.0,3,1,0
02:57:28,0,0,0,0,3.435,108.0,2,2,0
02:58:04,0,0,-1,0,9.074,118.0,4,2,0
02:58:24,0,0,0,1,5.897,119.0,3,2,1
02:58:42,0,0,0,0,11.635,121.0,2,2,0
03:10:06,0,0,0,0,36.759,108.0,3,2,0
03:10:52,0,0,0,0,12.899,123.0,5,1,0
03:11:45,0,0,0,1,17.893,121.0,4,2,1
03:12:16,0,0,0,0,10.959,90.0,1,2,0
03:13:16,0,0,0,0,18.453,105.0,5,1,1
03:14:05,0,0,0,0,20.94,117.0,4,2,1
03:14:43,0,0,0,1,15.414,124.0,4,1,1
03:15:18,0,0,0,0,6.599,107.0,4,2,1
03:25:30,0,0,0,1,37.508,113.0,3,2,1
03:26:14,0,0,0,0,9.634,112.0,4,1,1
03:26:55,0,0,0,0,34.032,95.0,1,2,0
03:27:55,0,0,0,0,19.176,120.0,1,2,0
03:28:35,0,0,0,1,6.415,94.0,1,2,1
03:29:38,0,0,0,0,20.132,121.0,1,1,0
03:30:20,0,0,0,1,27.255,90.0,5,2,1
03:31:20,0,0,0,0,32.905,117.0,3,2,1
03:41:07,0,0,0,0,9.023,113.0,5,2,1
03:41:33,0,0,0,0,22.614,123.0,3,2,0
03:42:14,0,0,0,1,9.914,113.0,5,1,1
03:42:43,0,0,0,1,48.065,100.0,1,2,1
03:43:42,0,0,0,0,21.113,109.0,2,2,0
03:44:35,0,0,0,0,5.487,115.0,4,2,1
03:49:35,0,0,0,1,11.85,122.0,4,2,1
03:50:02,0,0,0,0,36.415,89.0,3,2,1
03:50:56,0,0,0,1,9.227,108.0,5,1,1
03:51:26,0,0,0,0,4.064,120.0,3,1,1
03:57:11,0,0,0,0,15.65,97.0,5,1,1
03:57:58,0,0,0,0,22.534,95.0,1,2,1
03:59:07,0,0,0,0,4.64,109.0,3,2,0
03:59:51,0,0,0,0,17.664,92.0,1,2,0
04:00:47,0,0,0,0,12.304,123.0,4,2,0
04:01:49,0,0,0,0,6.655,117.0,4,2,1
04:02:19,0,0,0,0,4.598,124.0,4,1,1
04:02:47,0,0,0,0,52.126,114.0,2,2,0
04:04:02,0,0,0,0,1.318,126.0,4,2,1
04:04:31,0,0,0,0,11.383,93.0,1,2,1
04:12:24,0,0,0,0,27.675,117.0,5,1,0
04:13:06,0,0,0,0,10.949,118.0,4,2,1
04:13:38,0,0,0,0,21.128,88.0,4,2,0
04:14:55,0,0,0,0,9.745,125.0,5,1,1
04:15:28,0,0,-1,0,5.321,123.0,2,2,0
04:16:05,0,0,0,0,45.194,121.0,4,2,0
04:20:10,0,0,0,0,3.502,107.0,1,2,1
04:20:49,0,0,0,0,5.047,121.0,5,1,1
04:21:13,0,0,0,0,2.412,124.0,4,2,1
04:21:35,0,0,-1,0,8.966,100.0,1,2,0
04:22:15,0,0,0,0,10.654,123.0,4,1,1
04:27:39,0,0,0,0,2.917,123.0,4,1,1
04:27:54,0,0,0,0,9.243,118.0,4,2,0
04:28:40,0,0,0,1,35.878,109.0,3,2,1
04:29:22,0,0,0,0,9.497,115.0,4,1,0
04:29:59,0,0,0,0,7.187,105.0,5,2,1
04:30:59,0,0,0,0,13.049,124.0,3,1,1
04:35:50,0,0,0,1,14.786,111.0,5,2,1
04:36:18,0,0,0,0,11.196,110.0,4,2,1
04:36:44,0,0,0,0,7.679,108.0,5,1,1
04:37:13,0,0,0,0,6.657,123.0,4,2,0
04:37:38,0,0,0,0,3.609,99.0,3,2,1
