elapsed_time,set_no,game_no,point_no,sets,games,server,point_victor,1
1900-01-01 04:00:47,5,1,278,2,0,0,1,0.122034727025212
1900-01-01 04:01:49,5,1,279,2,0,0,0,0.0680419672960828
1900-01-01 04:02:19,5,1,280,2,0,0,0,0.055665058924356
1900-01-01 04:02:47,5,1,281,2,0,0,1,0.4958835032015583
1900-01-01 04:04:02,5,1,282,2,0,0,0,0.012100025386191
1900-01-01 04:04:31,5,1,283,2,0,0,0,0.11617342276844
1900-01-01 04:05:45,5,2,284,2,0,1,0,0.6569180885668702
1900-01-01 04:06:36,5,2,285,2,0,1,1,0.3459695587330755
1900-01-01 04:07:12,5,2,286,2,0,1,0,0.0418236172790924
1900-01-01 04:07:59,5,2,287,2,0,1,1,0.2848708616894486
1900-01-01 04:08:33,5,2,288,2,0,1,0,0.1552439887591774
1900-01-01 04:09:19,5,2,289,2,0,1,1,0.948649797288889
1900-01-01 04:10:25,5,2,290,2,0,1,1,0.1182966572526531
1900-01-01 04:11:15,5,2,291,2,0,1,1,0.1838588785422668
1900-01-01 04:12:24,5,3,292,2,1,0,1,0.2737257192049903
1900-01-01 04:13:06,5,3,293,2,1,0,0,0.1159592630270915
1900-01-01 04:13:38,5,3,294,2,1,0,1,0.2450859722561909
1900-01-01 04:14:55,5,3,295,2,1,0,0,0.1411642172011858
1900-01-01 04:15:28,5,3,296,2,1,0,1,0.0721776313469494
1900-01-01 04:16:05,5,3,297,2,1,0,1,0.5117592068615777
1900-01-01 04:18:08,5,4,298,2,2,1,1,0.147002536171824
1900-01-01 04:18:35,5,4,299,2,2,1,1,0.2199308215923631
1900-01-01 04:19:02,5,4,300,2,2,1,1,0.2309689323435807
1900-01-01 04:19:28,5,4,301,2,2,1,1,0.2218613172028143
1900-01-01 04:20:10,5,5,302,2,3,0,0,0.0302706557482995
1900-01-01 04:20:49,5,5,303,2,3,0,0,0.0697748911139716
1900-01-01 04:21:13,5,5,304,2,3,0,0,0.0832916655583143
1900-01-01 04:21:35,5,5,305,2,3,0,1,0.098856992971097
1900-01-01 04:22:15,5,5,306,2,3,0,0,0.1629838000793479
1900-01-01 04:23:53,5,6,307,2,3,1,0,0.2294428928155168
1900-01-01 04:24:40,5,6,308,2,3,1,1,0.3018890762137297
1900-01-01 04:25:26,5,6,309,2,3,1,0,0.3073732335140788
1900-01-01 04:25:55,5,6,310,2,3,1,1,0.0599852452101345
1900-01-01 04:26:37,5,6,311,2,3,1,1,0.3862134543829124
1900-01-01 04:27:09,5,6,312,2,3,1,1,0.2283575682701248
1900-01-01 04:27:39,5,7,313,2,4,0,0,0.0408962736844373
1900-01-01 04:27:54,5,7,314,2,4,0,1,0.097208670855042
1900-01-01 04:28:40,5,7,315,2,4,0,0,0.4026450244745926
1900-01-01 04:29:22,5,7,316,2,4,0,1,0.1411526023971313
1900-01-01 04:29:59,5,7,317,2,4,0,0,0.1174583812165311
1900-01-01 04:30:59,5,7,318,2,4,0,0,0.1208272786862058
1900-01-01 04:32:45,5,8,319,2,4,1,0,0.2758833004891128
1900-01-01 04:33:13,5,8,320,2,4,1,1,0.0
1900-01-01 04:33:51,5,8,321,2,4,1,1,0.2005872512530551
1900-01-01 04:34:38,5,8,322,2,4,1,1,0.2428692193144429
1900-01-01 04:35:05,5,8,323,2,4,1,1,0.1787299508118615
1900-01-01 04:35:50,5,9,324,2,5,0,0,0.1396898097511326
1900-01-01 04:36:18,5,9,325,2,5,0,0,0.1880157790777376
1900-01-01 04:36:44,5,9,326,2,5,0,0,0.0660353325535014
1900-01-01 04:37:13,5,9,327,2,5,0,1,0.1357418899618141
1900-01-01 04:37:38,5,9,328,2,5,0,0,0.0369096077301035
1900-01-01 04:39:31,5,10,329,2,5,1,0,0.2932875177211853
1900-01-01 04:39:58,5,10,330,2,5,1,1,0.6203072389909773
1900-01-01 04:40:43,5,10,331,2,5,1,1,0.3450912868898067
1900-01-01 04:41:20,5,10,332,2,5,1,0,0.3334001805694535
1900-01-01 04:41:52,5,10,333,2,5,1,1,0.3418609901333193
1900-01-01 04:42:27,5,10,334,2,5,1,1,0.4444098469533739
