elapsed_time,set_no,game_no,point_no,sets,games,server,point_victor,1
1900-01-01 01:13:52,2,6,89,1,2,1,1,0.0767245482285618
1900-01-01 01:14:39,2,6,90,1,2,1,1,0.200446194722674
1900-01-01 01:15:16,2,6,91,1,2,1,1,0.0
1900-01-01 01:16:02,2,6,92,1,2,1,1,0.2328469725311883
1900-01-01 01:16:45,2,7,93,1,3,0,0,0.2946771736685175
1900-01-01 01:17:34,2,7,94,1,3,0,0,0.8502428454952756
1900-01-01 01:18:29,2,7,95,1,3,0,0,0.0799924983622262
1900-01-01 01:19:11,2,7,96,1,3,0,0,0.0024708577552544
1900-01-01 01:21:22,2,8,97,1,3,1,1,0.139970383952343
1900-01-01 01:22:31,2,8,98,1,3,1,0,0.5002170197698733
1900-01-01 01:23:20,2,8,99,1,3,1,1,0.2780664852921398
1900-01-01 01:24:23,2,8,100,1,3,1,1,0.0269901641759981
1900-01-01 01:25:13,2,8,101,1,3,1,1,0.0055657525955901
1900-01-01 01:26:03,2,9,102,1,4,0,1,0.0911503560241829
1900-01-01 01:26:31,2,9,103,1,4,0,0,0.2929487904111474
1900-01-01 01:28:01,2,9,104,1,4,0,0,0.0635972008433706
1900-01-01 01:28:26,2,9,105,1,4,0,0,0.3292813539551592
1900-01-01 01:29:17,2,9,106,1,4,0,0,0.0616375550374792
1900-01-01 01:31:34,2,10,107,1,4,1,0,0.2537896715480512
1900-01-01 01:32:06,2,10,108,1,4,1,1,0.3638392430567419
1900-01-01 01:32:50,2,10,109,1,4,1,1,0.1912628352716061
1900-01-01 01:33:21,2,10,110,1,4,1,0,0.3499957516994392
1900-01-01 01:35:06,2,10,111,1,4,1,1,0.1920720381432973
1900-01-01 01:35:40,2,10,112,1,4,1,0,0.2802563301788804
1900-01-01 01:36:21,2,10,113,1,4,1,1,0.5104483441325143
1900-01-01 01:37:19,2,10,114,1,4,1,1,0.3932558675339516
1900-01-01 01:38:38,2,11,115,1,5,0,1,0.1718975005973735
1900-01-01 01:39:23,2,11,116,1,5,0,0,0.9399970577477188
1900-01-01 01:40:32,2,11,117,1,5,0,0,0.0665914422610681
1900-01-01 01:41:01,2,11,118,1,5,0,0,0.0335330695355954
1900-01-01 01:41:28,2,11,119,1,5,0,0,0.129713946294316
1900-01-01 01:43:24,2,12,120,1,5,1,1,0.3143754326140601
1900-01-01 01:44:03,2,12,121,1,5,1,0,0.1538635428750973
1900-01-01 01:45:02,2,12,122,1,5,1,1,0.0854521508702595
1900-01-01 01:45:46,2,12,123,1,5,1,0,0.4109875577542813
1900-01-01 01:46:31,2,12,124,1,5,1,1,0.2665552830453377
1900-01-01 01:46:59,2,12,125,1,5,1,1,0.2174411016458907
1900-01-01 01:47:38,2,13,126,1,6,0,1,0.2520725746558008
1900-01-01 01:48:37,2,13,127,1,6,1,1,0.2441471913370966
1900-01-01 01:49:07,2,13,128,1,6,1,1,0.2388299291275271
1900-01-01 01:49:43,2,13,129,1,6,0,0,0.0899489596617242
1900-01-01 01:50:07,2,13,130,1,6,0,0,0.002933382852297
1900-01-01 01:50:45,2,13,131,1,6,1,0,0.2421604872779058
1900-01-01 01:51:49,2,13,132,1,6,1,1,0.3031123469719098
1900-01-01 01:52:29,2,13,133,1,6,0,0,0.1130630428007789
1900-01-01 01:53:15,2,13,134,1,6,0,0,0.6932520901885206
1900-01-01 01:54:58,2,13,135,1,6,1,1,0.298476324199064
1900-01-01 01:56:00,2,13,136,1,6,1,1,0.688818782072158
1900-01-01 01:57:02,2,13,137,1,6,0,0,0.1246992005053267
1900-01-01 01:58:15,2,13,138,1,6,0,0,0.115813849956875
1900-01-01 01:59:06,2,13,139,1,6,1,0,0.2047832407564691
1900-01-01 02:02:01,3,1,140,1,0,1,0,0.1375672004241257
1900-01-01 02:02:31,3,1,141,1,0,1,1,0.6578055112948289
1900-01-01 02:03:20,3,1,142,1,0,1,1,0.1572756276136477
1900-01-01 02:04:02,3,1,143,1,0,1,0,0.337444174088922
1900-01-01 02:04:40,3,1,144,1,0,1,0,0.4644857020764958
1900-01-01 02:05:29,3,1,145,1,0,1,1,0.031112112061862
1900-01-01 02:06:14,3,1,146,1,0,1,0,0.5404401509954249
1900-01-01 02:07:43,3,1,147,1,0,1,0,0.0547634754679706
1900-01-01 02:09:21,3,2,148,1,0,0,1,1.0
1900-01-01 02:10:13,3,2,149,1,0,0,0,0.0956453213831974
1900-01-01 02:10:37,3,2,150,1,0,0,0,0.0910078986996904
1900-01-01 02:11:03,3,2,151,1,0,0,0,0.1114807201003697
1900-01-01 02:11:49,3,2,152,1,0,0,1,0.2712551944699926
1900-01-01 02:12:32,3,2,153,1,0,0,0,0.1102026902269623
1900-01-01 02:13:01,3,3,154,1,0,1,1,0.2023413384684762
1900-01-01 02:13:21,3,3,155,1,0,1,0,0.6061135453335086
1900-01-01 02:14:16,3,3,156,1,0,1,0,0.3466941601867252
1900-01-01 02:14:54,3,3,157,1,0,1,1,0.373698475860461
1900-01-01 02:16:00,3,3,158,1,0,1,1,0.1881394880333491
1900-01-01 02:16:45,3,3,159,1,0,1,1,0.1229298615179593
1900-01-01 02:19:00,3,4,160,1,1,0,0,0.9206927208027262
1900-01-01 02:19:40,3,4,161,1,1,0,1,0.1611133628084307
1900-01-01 02:20:07,3,4,162,1,1,0,1,0.2047246107743248
1900-01-01 02:20:41,3,4,163,1,1,0,1,0.4141997928823457
1900-01-01 02:21:37,3,4,164,1,1,0,0,0.4011262889022858
1900-01-01 02:22:32,3,4,165,1,1,0,0,0.0145648531923128
1900-01-01 02:23:42,3,4,166,1,1,0,0,0.1210963734336258
1900-01-01 02:24:29,3,4,167,1,1,0,0,0.0820860330119984
1900-01-01 02:26:08,3,5,168,1,1,1,0,0.202491556588916
1900-01-01 02:26:35,3,5,169,1,1,1,1,0.1305468689091766
1900-01-01 02:27:11,3,5,170,1,1,1,1,0.0389819276108522
1900-01-01 02:28:31,3,5,171,1,1,1,1,0.1298416734030074
1900-01-01 02:29:41,3,5,172,1,1,1,0,0.0802595040939822
1900-01-01 02:30:22,3,5,173,1,1,1,0,0.2186306968184966
1900-01-01 02:30:52,3,5,174,1,1,1,1,0.0873956550580219
1900-01-01 02:31:32,3,5,175,1,1,1,0,0.3522378033336557
1900-01-01 02:32:34,3,5,176,1,1,1,1,0.3076324081204832
1900-01-01 02:33:15,3,5,177,1,1,1,0,0.1968145839229456
1900-01-01 02:34:06,3,5,178,1,1,1,0,0.2332153630214076
1900-01-01 02:34:44,3,5,179,1,1,1,1,0.3416540390473739
1900-01-01 02:35:17,3,5,180,1,1,1,1,0.2299743630508619
1900-01-01 02:36:24,3,5,181,1,1,1,0,0.210635538987818
1900-01-01 02:38:07,3,5,182,1,1,1,0,0.1197541503883887
1900-01-01 02:38:49,3,5,183,1,1,1,1,0.4164185135018712
1900-01-01 02:39:29,3,5,184,1,1,1,1,0.3443062819805643
1900-01-01 02:40:07,3,5,185,1,1,1,0,0.0276327215161292
1900-01-01 02:41:01,3,5,186,1,1,1,0,0.5446358382313407
1900-01-01 02:42:05,3,5,187,1,1,1,1,0.2662191548770133
1900-01-01 02:42:38,3,5,188,1,1,1,1,0.3603768989418527
1900-01-01 02:43:11,3,5,189,1,1,1,0,0.4468879366189571
1900-01-01 02:44:03,3,5,190,1,1,1,0,0.288077759061112
1900-01-01 02:45:06,3,5,191,1,1,1,1,0.3264064733892575
1900-01-01 02:45:39,3,5,192,1,1,1,0,0.235522344683886
1900-01-01 02:46:35,3,5,193,1,1,1,1,0.2190457827353064
1900-01-01 02:47:01,3,5,194,1,1,1,0,0.4377202722201566
1900-01-01 02:47:47,3,5,195,1,1,1,1,0.1948110205487842
1900-01-01 02:48:55,3,5,196,1,1,1,1,0.2802128143539851
1900-01-01 02:50:04,3,5,197,1,1,1,0,0.3042041229475041
1900-01-01 02:51:11,3,5,198,1,1,1,0,0.4629075219842354
1900-01-01 02:52:06,3,5,199,1,1,1,0,0.2083661618231822
1900-01-01 02:54:24,3,6,200,1,1,0,0,0.1208651108851044
1900-01-01 02:54:45,3,6,201,1,1,0,0,0.2824689454492063
1900-01-01 02:55:21,3,6,202,1,1,0,0,0.0340442814849584
1900-01-01 02:55:41,3,6,203,1,1,0,1,0.1292843331040452
1900-01-01 02:56:03,3,6,204,1,1,0,0,0.1047010759147702
1900-01-01 02:57:04,3,7,205,1,1,1,0,0.187314310819107
1900-01-01 02:57:28,3,7,206,1,1,1,0,0.1058432205030686
1900-01-01 02:58:04,3,7,207,1,1,1,0,0.2237571121887059
1900-01-01 02:58:24,3,7,208,1,1,1,1,0.2160172359834404
1900-01-01 02:58:42,3,7,209,1,1,1,0,0.2625755422665897
1900-01-01 03:06:09,4,1,210,1,0,0,1,0.2330968739639702
1900-01-01 03:06:36,4,1,211,1,0,0,1,0.0509350160076285
1900-01-01 03:07:16,4,1,212,1,0,0,0,0.0682711386661179
1900-01-01 03:07:56,4,1,213,1,0,0,0,0.3735255310012171
1900-01-01 03:08:31,4,1,214,1,0,0,0,0.3440699853474454
1900-01-01 03:09:09,4,1,215,1,0,0,0,0.2523926424283511
1900-01-01 03:10:06,4,2,216,1,0,1,0,0.4164901769416242
1900-01-01 03:10:52,4,2,217,1,0,1,0,0.2996807661147
1900-01-01 03:11:45,4,2,218,1,0,1,1,0.344464289651946
1900-01-01 03:12:16,4,2,219,1,0,1,0,0.0549470858265
1900-01-01 03:13:16,4,2,220,1,0,1,1,0.240097657515354
1900-01-01 03:14:05,4,2,221,1,0,1,1,0.3379779403359992
1900-01-01 03:14:43,4,2,222,1,0,1,1,0.3347934063118226
1900-01-01 03:15:18,4,2,223,1,0,1,1,0.1440455942379765
1900-01-01 03:16:06,4,3,224,1,1,0,0,0.0541762949193957
1900-01-01 03:16:43,4,3,225,1,1,0,1,0.0717973322268701
1900-01-01 03:17:19,4,3,226,1,1,0,0,0.1562117656696305
1900-01-01 03:17:52,4,3,227,1,1,0,0,0.005842422278434
1900-01-01 03:18:16,4,3,228,1,1,0,1,0.2891719561238571
1900-01-01 03:19:10,4,3,229,1,1,0,1,0.1912261809685262
1900-01-01 03:19:56,4,3,230,1,1,0,0,0.1798614041842083
1900-01-01 03:20:31,4,3,231,1,1,0,1,0.0317523961934367
1900-01-01 03:21:09,4,3,232,1,1,0,0,0.0038462613333024
1900-01-01 03:21:39,4,3,233,1,1,0,1,0.2836324383845844
1900-01-01 03:22:27,4,3,234,1,1,0,0,0.6373717554379148
1900-01-01 03:23:33,4,3,235,1,1,0,0,0.1502232828342355
1900-01-01 03:25:30,4,4,236,1,1,1,1,0.4669510207014111
1900-01-01 03:26:14,4,4,237,1,1,1,1,0.1973255424144394
1900-01-01 03:26:55,4,4,238,1,1,1,0,0.2971524195935364
1900-01-01 03:27:55,4,4,239,1,1,1,0,0.318857362419478
1900-01-01 03:28:35,4,4,240,1,1,1,1,0.0507709661731652
1900-01-01 03:29:38,4,4,241,1,1,1,0,0.3279677808289598
1900-01-01 03:30:20,4,4,242,1,1,1,1,0.2411048199297219
1900-01-01 03:31:20,4,4,243,1,1,1,1,0.4409600579272277
1900-01-01 03:32:08,4,5,244,1,2,0,0,0.3543915980393455
1900-01-01 03:32:56,4,5,245,1,2,0,1,0.34978569897477
1900-01-01 03:33:46,4,5,246,1,2,0,0,0.1456954055684491
1900-01-01 03:34:15,4,5,247,1,2,0,1,0.0892637404967719
1900-01-01 03:34:49,4,5,248,1,2,0,1,0.4404663497091389
1900-01-01 03:35:30,4,5,249,1,2,0,0,0.1735395977311194
1900-01-01 03:36:20,4,5,250,1,2,0,1,0.0876570743702025
1900-01-01 03:37:46,4,5,251,1,2,0,0,0.2708767872324467
1900-01-01 03:38:20,4,5,252,1,2,0,1,0.2401442958373313
1900-01-01 03:39:00,4,5,253,1,2,0,1,0.445619671706541
1900-01-01 03:41:07,4,6,254,1,3,1,1,0.2102524017561099
1900-01-01 03:41:33,4,6,255,1,3,1,0,0.3817342308069564
1900-01-01 03:42:14,4,6,256,1,3,1,1,0.2216068184221357
1900-01-01 03:42:43,4,6,257,1,3,1,1,0.4689373954695469
1900-01-01 03:43:42,4,6,258,1,3,1,0,0.2735936569860058
1900-01-01 03:44:35,4,6,259,1,3,1,1,0.1842532041895464
1900-01-01 03:45:09,4,7,260,1,4,0,0,0.2466719372807177
1900-01-01 03:45:38,4,7,261,1,4,0,1,0.2709251699289903
1900-01-01 03:46:36,4,7,262,1,4,0,0,0.0420289252654849
1900-01-01 03:47:00,4,7,263,1,4,0,0,0.287909701195998
1900-01-01 03:47:46,4,7,264,1,4,0,0,0.0020083326582117
1900-01-01 03:49:35,4,8,265,1,4,1,1,0.2955684043997929
1900-01-01 03:50:02,4,8,266,1,4,1,1,0.2967445779846883
1900-01-01 03:50:56,4,8,267,1,4,1,1,0.1838551147028094
1900-01-01 03:51:26,4,8,268,1,4,1,1,0.1905223294464925
1900-01-01 03:52:02,4,9,269,1,5,0,1,0.4535617246954549
1900-01-01 03:52:30,4,9,270,1,5,0,1,0.0158196237716238
1900-01-01 03:53:13,4,9,271,1,5,0,1,0.1631947257451228
1900-01-01 03:53:55,4,9,272,1,5,0,0,0.0812658408711015
1900-01-01 03:54:19,4,9,273,1,5,0,1,0.0546520758615822
1900-01-01 03:57:11,5,1,274,2,0,1,1,0.1641339517165231
1900-01-01 03:57:58,5,1,275,2,0,1,1,0.19514979364636
1900-01-01 03:59:07,5,1,276,2,0,1,0,0.1294395138316988
1900-01-01 03:59:51,5,1,277,2,0,1,0,0.1287754422866591
1900-01-01 04:00:47,5,1,278,2,0,1,0,0.2938673976671244
1900-01-01 04:01:49,5,1,279,2,0,1,1,0.2075115727298374
1900-01-01 04:02:19,5,1,280,2,0,1,1,0.2268766685005235
1900-01-01 04:02:47,5,1,281,2,0,1,0,0.588315823710195
1900-01-01 04:04:02,5,1,282,2,0,1,1,0.2154272775698214
1900-01-01 04:04:31,5,1,283,2,0,1,1,0.0807156639711506
1900-01-01 04:05:45,5,2,284,2,1,0,1,0.6101035149060875
1900-01-01 04:06:36,5,2,285,2,1,0,0,0.5180889672532196
1900-01-01 04:07:12,5,2,286,2,1,0,1,0.1058903005641488
1900-01-01 04:07:59,5,2,287,2,1,0,0,0.2332221943272393
1900-01-01 04:08:33,5,2,288,2,1,0,1,0.192053857457971
1900-01-01 04:09:19,5,2,289,2,1,0,0,0.7942604496754974
1900-01-01 04:10:25,5,2,290,2,1,0,0,0.1243827359652449
1900-01-01 04:11:15,5,2,291,2,1,0,0,0.3111576731789335
1900-01-01 04:12:24,5,3,292,2,1,1,0,0.3968587721382546
1900-01-01 04:13:06,5,3,293,2,1,1,1,0.2530245668577959
1900-01-01 04:13:38,5,3,294,2,1,1,0,0.154117056481319
1900-01-01 04:14:55,5,3,295,2,1,1,1,0.2864756514408783
1900-01-01 04:15:28,5,3,296,2,1,1,0,0.2083669363556753
1900-01-01 04:16:05,5,3,297,2,1,1,0,0.5816642302420355
1900-01-01 04:18:08,5,4,298,2,1,0,0,0.0539815475101146
1900-01-01 04:18:35,5,4,299,2,1,0,0,0.0642179582104543
1900-01-01 04:19:02,5,4,300,2,1,0,0,0.1279490478977057
1900-01-01 04:19:28,5,4,301,2,1,0,0,0.0
1900-01-01 04:20:10,5,5,302,2,1,1,1,0.0968740187162846
1900-01-01 04:20:49,5,5,303,2,1,1,1,0.218386526520902
1900-01-01 04:21:13,5,5,304,2,1,1,1,0.2128279866301702
1900-01-01 04:21:35,5,5,305,2,1,1,0,0.0905662351387187
1900-01-01 04:22:15,5,5,306,2,1,1,1,0.2758912840837148
1900-01-01 04:23:53,5,6,307,2,2,0,1,0.2530584834152866
1900-01-01 04:24:40,5,6,308,2,2,0,0,0.141557023121225
1900-01-01 04:25:26,5,6,309,2,2,0,1,0.2761847382674214
1900-01-01 04:25:55,5,6,310,2,2,0,0,0.0812705282356336
1900-01-01 04:26:37,5,6,311,2,2,0,0,0.1511118178890807
1900-01-01 04:27:09,5,6,312,2,2,0,0,0.0011076258902864
1900-01-01 04:27:39,5,7,313,2,2,1,1,0.205228470911235
1900-01-01 04:27:54,5,7,314,2,2,1,0,0.2344337088797527
1900-01-01 04:28:40,5,7,315,2,2,1,1,0.4268822539064402
1900-01-01 04:29:22,5,7,316,2,2,1,0,0.2119508795099106
1900-01-01 04:29:59,5,7,317,2,2,1,1,0.1431204059660406
1900-01-01 04:30:59,5,7,318,2,2,1,1,0.2977650643018987
1900-01-01 04:32:45,5,8,319,2,3,0,1,0.6397416362560603
1900-01-01 04:33:13,5,8,320,2,3,0,0,0.067954674126036
1900-01-01 04:33:51,5,8,321,2,3,0,0,0.2031945781587043
1900-01-01 04:34:38,5,8,322,2,3,0,0,0.1518786358131252
1900-01-01 04:35:05,5,8,323,2,3,0,0,0.0931501202017829
1900-01-01 04:35:50,5,9,324,2,3,1,1,0.2594286682514837
1900-01-01 04:36:18,5,9,325,2,3,1,1,0.2049168233409946
1900-01-01 04:36:44,5,9,326,2,3,1,1,0.1605839698193301
1900-01-01 04:37:13,5,9,327,2,3,1,0,0.2422927684846255
1900-01-01 04:37:38,5,9,328,2,3,1,1,0.0600785458168577
1900-01-01 04:39:31,5,10,329,2,4,0,1,0.1295155956525665
1900-01-01 04:39:58,5,10,330,2,4,0,0,0.6243480224422389
1900-01-01 04:40:43,5,10,331,2,4,0,0,0.3297317073391218
1900-01-01 04:41:20,5,10,332,2,4,0,1,0.2612973448826542
1900-01-01 04:41:52,5,10,333,2,4,0,0,0.1321969757626505
1900-01-01 04:42:27,5,10,334,2,4,0,0,0.3005317676600317
